,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Number,Side,Surname,TotalSpending
2373,2552_03,0,0,0,4,0,1,6,408,1,2108,0
2374,2553_01,1,1,2,30,0,1,3,87,1,1425,0
2375,2555_01,1,1,0,24,0,1,1,78,0,860,0
2376,2555_02,1,1,2,34,0,1,1,78,0,860,0
2377,2557_01,1,1,2,30,0,1,2,92,1,724,0
2378,2558_01,2,0,2,3,0,1,5,525,0,1111,0
2379,2558_02,2,0,2,32,0,1,5,525,0,1111,0
2380,2558_03,2,0,2,55,0,1,5,525,0,1111,1325
2381,2558_04,2,1,2,0,0,1,5,525,0,1111,0
2382,2559_01,1,0,2,51,0,0,8,82,2,407,4537
2383,2560_01,0,1,1,0,0,1,6,412,0,1214,0
2384,2560_02,0,0,2,21,0,0,6,412,0,1214,882
2385,2560_03,0,0,2,2,0,0,6,412,0,1214,0
2386,2561_01,0,0,2,19,0,0,4,178,1,356,788
2387,2562_01,2,1,2,24,0,1,5,526,0,244,0
2388,2562_02,2,0,2,20,0,0,5,526,0,244,2598
2389,2564_01,1,0,2,42,0,1,4,179,1,2081,3125
2390,2565_01,2,1,2,17,0,1,5,527,0,1191,0
2391,2565_02,2,0,2,32,0,0,4,155,0,1191,1360
2392,2571_01,0,0,2,28,0,1,6,414,0,1166,784
2393,2572_01,1,1,0,21,0,1,2,93,1,1986,0
2394,2572_02,1,1,0,56,1,1,2,93,1,1986,0
2395,2573_01,1,1,0,28,0,1,2,90,0,1985,0
2396,2574_01,0,0,2,42,0,0,5,496,1,1997,803
2397,2578_01,0,0,2,18,0,0,5,498,1,1396,2757
2398,2580_01,0,0,2,24,0,0,6,412,1,1513,721
2399,2581_01,0,0,2,20,0,0,4,156,0,469,786
2400,2581_02,0,0,2,22,0,0,5,531,0,469,759
2401,2582_01,0,0,2,22,0,0,6,415,0,373,785
2402,2584_01,0,0,1,21,0,0,6,417,0,2201,0
2403,2588_01,0,0,2,28,0,1,6,419,0,335,913
2404,2589_01,1,1,2,26,0,1,2,91,0,1312,0
2405,2589_02,1,1,0,50,0,1,2,91,0,1312,0
2406,2589_03,1,0,2,26,0,0,2,91,0,2217,11757
2407,2589_04,1,0,2,30,1,0,2,91,0,1312,3577
2408,2589_05,1,1,2,29,0,1,2,91,0,1312,0
2409,2590_01,0,0,2,8,0,0,6,420,0,1720,0
2410,2590_02,0,0,2,45,0,0,6,420,0,1720,839
2411,2590_03,0,1,1,35,0,1,6,420,0,1720,0
2412,2591_01,0,0,1,18,0,0,5,499,1,477,636
2413,2591_02,0,0,2,23,0,0,6,413,1,477,817
2414,2592_01,2,0,2,29,1,0,3,75,0,737,861
2415,2592_02,2,0,2,18,0,0,3,75,0,737,3739
2416,2593_01,0,0,2,28,0,0,6,421,0,2107,881
2417,2594_01,1,1,2,34,0,1,1,98,1,404,0
2418,2595_01,2,0,0,0,0,1,5,533,0,316,0
2419,2595_02,2,0,2,4,0,1,5,533,0,316,0
2420,2595_03,2,0,2,28,0,0,3,76,0,720,1056
2421,2595_04,2,0,2,8,0,1,5,533,0,720,0
2422,2596_01,2,0,2,20,0,0,3,77,0,1956,3362
2423,2596_02,2,1,2,20,0,1,5,534,0,1151,0
2424,2597_01,2,1,2,25,0,1,5,500,1,1088,0
2425,2597_02,0,0,0,31,0,0,5,500,1,1088,2902
2426,2598_01,2,0,2,37,0,0,5,535,0,1788,2476
2427,2599_01,0,1,2,21,0,0,8,82,2,115,0
2428,2601_01,2,1,2,24,0,1,5,536,0,1088,0
2429,2602_01,2,1,2,34,0,0,4,158,0,1804,0
2430,2602_02,2,0,0,0,0,1,4,158,0,393,0
2431,2602_03,2,1,2,25,0,0,4,158,0,1804,0
2432,2605_01,2,1,0,43,0,1,3,88,1,463,0
2433,2606_01,0,0,2,27,0,0,5,537,0,551,901
2434,2606_02,0,0,2,45,0,0,5,537,0,551,900
2435,2607_01,1,1,2,63,0,1,1,99,1,234,0
2436,2607_02,1,1,2,17,0,1,1,99,1,234,0
2437,2607_03,1,0,0,35,0,1,1,99,1,234,2451
2438,2607_04,1,0,2,12,0,1,1,99,1,1556,0
2439,2609_01,0,1,1,27,0,1,6,416,1,1004,0
2440,2616_01,0,0,2,17,0,0,5,541,0,809,822
2441,2617_01,0,0,1,32,0,0,6,424,0,1506,528
2442,2618_01,0,1,2,23,0,1,4,159,0,772,0
2443,2619_01,0,0,0,17,0,0,5,504,1,369,2000
2444,2622_01,0,0,0,34,0,0,5,505,1,445,560
2445,2624_01,0,0,2,15,0,0,5,542,0,64,878
2446,2625_01,0,1,2,14,0,1,6,426,0,1918,0
2447,2625_02,0,0,2,22,0,0,4,160,0,1918,1620
2448,2626_01,0,0,2,19,0,0,5,543,0,119,716
2449,2627_01,0,0,1,40,0,0,5,544,0,1122,688
2450,2628_01,1,1,0,25,0,1,0,21,0,38,0
2451,2628_02,1,0,0,51,0,0,0,21,0,38,2158
2452,2629_01,0,0,2,22,0,0,6,427,0,1177,807
2453,2631_01,2,1,0,50,0,1,5,545,0,1645,0
2454,2633_01,0,0,0,26,0,0,6,428,0,1579,0
2455,2634_01,2,1,2,39,0,1,5,508,1,1547,0
2456,2635_01,2,0,2,18,0,1,3,78,0,83,1968
2457,2636_01,0,0,2,22,0,0,6,419,1,1463,808
2458,2638_01,0,0,2,26,0,0,4,181,1,1342,788
2459,2640_01,0,0,2,19,0,0,5,510,1,2119,1051
2460,2641_01,0,1,1,16,0,0,6,420,1,1307,0
2461,2642_01,0,0,2,24,0,0,6,430,0,1579,810
2462,2643_01,0,0,1,34,0,0,5,511,1,377,867
2463,2645_01,1,0,2,55,0,1,2,95,1,747,3710
2464,2645_02,1,0,2,42,0,0,2,95,1,1053,15601
2465,2645_03,1,1,2,14,0,1,2,95,1,1053,0
2466,2645_04,1,0,0,28,0,1,2,95,1,1053,6045
2467,2645_05,1,1,0,26,0,1,2,95,1,1053,0
2468,2646_01,1,0,0,33,0,0,1,80,0,1748,9834
2469,2647_01,0,0,2,24,0,0,5,547,0,1095,704
2470,2648_01,0,0,2,23,0,0,6,421,1,1978,809
2471,2649_01,2,0,2,16,0,0,3,79,0,850,2717
2472,2650_01,0,1,2,36,0,0,6,431,0,356,0
2473,2651_01,1,1,0,44,0,1,1,100,1,823,0
2474,2652_01,0,0,2,22,0,1,5,513,1,550,702
2475,2655_01,0,1,2,30,0,0,6,422,1,106,0
2476,2657_01,0,0,2,20,0,0,5,514,1,807,715
2477,2658_01,0,0,2,21,0,0,5,549,0,840,2429
2478,2659_01,2,0,2,14,0,1,4,182,1,831,0
2479,2660_01,0,0,2,27,0,0,5,550,0,78,1217
2480,2661_01,0,0,2,19,0,0,5,515,1,2097,758
2481,2661_02,0,1,2,21,0,1,6,423,1,2097,0
2482,2662_01,2,0,0,27,0,0,5,551,0,107,2663
2483,2663_01,0,0,0,13,0,1,5,552,0,612,815
2484,2664_01,2,1,1,71,0,1,4,183,1,2000,0
2485,2666_01,2,1,2,28,0,0,4,184,1,528,0
2486,2666_02,2,0,0,18,0,0,4,184,1,528,2134
2487,2668_01,0,0,0,23,0,0,5,516,1,1067,2902
2488,2668_02,0,0,0,34,0,0,6,424,1,1067,705
2489,2670_01,0,0,2,20,0,0,6,432,0,1187,809
2490,2671_01,0,0,0,17,0,0,5,554,0,1428,797
2491,2672_01,0,0,1,21,0,0,5,555,0,2126,1277
2492,2675_01,1,0,2,33,0,1,2,97,1,1072,6802
2493,2676_01,1,0,0,34,0,1,1,81,0,1415,6790
2494,2677_01,1,0,2,51,0,0,3,90,1,1789,2338
2495,2678_01,0,0,2,21,0,1,5,517,1,1889,690
2496,2679_01,0,1,2,27,0,0,6,426,1,201,0
2497,2682_01,0,0,2,31,0,0,6,434,0,2169,888
2498,2683_01,1,0,2,36,0,1,0,32,1,1477,1303
2499,2684_01,1,0,2,39,0,0,1,83,0,1661,21839
2500,2685_01,0,0,2,26,0,0,6,435,0,2152,907
2501,2687_01,0,0,2,51,0,1,5,556,0,1134,1390
2502,2688_01,0,0,2,24,0,0,5,557,0,2180,797
2503,2690_01,0,0,0,27,0,1,4,185,1,1919,719
2504,2691_01,0,0,2,31,0,0,5,558,0,499,803
2505,2692_01,0,0,2,24,0,0,8,82,2,2150,716
2506,2693_01,1,0,2,57,0,0,0,22,0,1512,2979
2507,2693_02,1,0,0,36,1,0,0,22,0,845,2195
2508,2693_03,1,0,2,55,0,0,0,22,0,845,3133
2509,2693_04,1,1,0,27,0,0,0,22,0,845,0
2510,2695_01,2,0,2,18,0,0,4,186,1,1947,955
2511,2697_01,2,0,2,27,0,0,3,91,1,1546,2384
2512,2698_01,1,0,2,50,0,0,2,94,0,1878,4588
2513,2700_01,0,0,2,24,0,0,5,520,1,1517,714
2514,2701_01,0,1,1,20,0,1,6,428,1,2028,0
2515,2702_01,0,1,2,24,0,1,6,437,0,819,0
2516,2703_01,0,0,2,18,0,0,6,429,1,69,627
2517,2704_01,0,0,2,44,0,0,5,521,1,1835,1527
2518,2706_01,1,1,0,27,0,1,1,102,1,1693,0
2519,2707_01,1,0,2,58,0,1,1,103,1,157,3467
2520,2707_02,1,1,1,29,0,1,1,103,1,157,0
2521,2708_01,0,0,1,23,0,1,5,522,1,335,600
2522,2709_01,2,1,2,3,0,1,5,523,1,2161,0
2523,2709_02,2,0,2,0,0,1,5,523,1,2161,0
2524,2709_03,2,0,2,33,0,0,5,523,1,2161,2364
2525,2709_04,2,0,2,12,0,1,5,523,1,192,0
2526,2712_01,1,1,2,44,0,1,1,105,1,608,0
2527,2713_01,0,1,2,20,0,1,6,438,0,410,0
2528,2714_01,0,0,0,59,0,0,5,561,0,1272,2057
2529,2717_01,0,0,2,18,0,0,6,431,1,1245,888
2530,2718_01,1,1,2,72,0,1,1,106,1,1984,0
2531,2720_01,0,0,1,23,0,0,6,439,0,150,3560
2532,2720_02,0,0,2,11,0,0,6,439,0,150,0
2533,2720_03,0,1,2,1,0,1,6,439,0,150,0
2534,2721_01,0,0,1,25,0,0,5,563,0,1714,826
2535,2722_01,2,1,0,25,0,1,3,93,1,1991,0
2536,2723_01,1,1,2,24,0,1,2,99,1,199,0
2537,2723_02,1,0,2,54,0,1,2,99,1,199,6790
2538,2724_01,2,1,0,17,0,1,5,564,0,1310,0
2539,2724_02,2,0,2,48,0,0,5,564,0,1310,1286
2540,2725_01,0,0,2,40,0,0,5,565,0,274,634
2541,2726_01,0,1,2,2,0,0,6,440,0,1193,0
2542,2727_01,0,0,2,32,0,0,5,525,1,1001,867
2543,2729_01,0,1,2,15,0,1,6,432,1,285,0
2544,2730_01,0,1,2,52,0,1,6,433,1,612,0
2545,2730_02,0,0,2,16,0,0,5,527,1,612,2921
2546,2730_03,0,1,2,16,0,1,6,433,1,612,0
2547,2732_01,0,1,0,16,0,1,6,435,1,1035,0
2548,2732_02,0,0,0,6,0,0,6,435,1,1035,0
2549,2734_01,2,0,2,10,0,1,5,567,0,2137,0
2550,2736_01,2,0,2,27,1,0,3,81,0,1622,1737
2551,2737_01,1,0,0,45,0,1,2,100,1,749,2264
2552,2737_02,1,0,2,26,0,0,2,100,1,68,6771
2553,2738_01,2,0,2,29,0,0,4,187,1,1820,1049
2554,2739_01,0,1,1,38,0,1,6,442,0,545,0
2555,2740_01,0,0,2,19,0,1,4,163,0,1184,505
2556,2741_01,2,0,2,43,0,0,4,164,0,315,1298
2557,2743_01,0,0,2,15,0,0,5,528,1,887,759
2558,2745_01,2,0,2,31,0,0,5,568,0,1601,1821
2559,2746_01,2,0,2,52,0,0,5,569,0,2120,1119
2560,2747_01,2,0,2,49,0,1,5,570,0,398,0
2561,2748_01,0,0,0,29,0,1,5,529,1,1317,691
2562,2750_01,0,0,2,18,0,1,5,571,0,549,790
2563,2751_01,2,1,2,41,0,1,5,530,1,1383,0
2564,2752_01,0,0,2,9,0,0,6,444,0,106,0
2565,2752_02,0,1,1,27,0,0,6,444,0,106,0
2566,2752_03,0,0,2,58,0,1,4,165,0,106,840
2567,2753_01,0,0,1,39,0,0,4,188,1,1979,907
2568,2754_01,0,0,2,13,0,0,4,166,0,1780,986
2569,2755_01,1,1,0,36,0,1,1,85,0,863,0
2570,2756_01,2,0,0,23,0,0,5,572,0,485,1141
2571,2758_01,0,1,1,24,0,1,6,446,0,702,0
2572,2759_01,0,0,2,33,0,0,4,167,0,1134,994
2573,2760_01,0,0,2,18,0,0,6,438,1,1713,0
2574,2760_02,0,1,2,2,0,0,6,438,1,2217,0
2575,2760_03,0,1,2,0,0,1,6,438,1,1713,0
2576,2762_01,0,0,2,36,0,0,6,439,1,1190,885
2577,2762_02,0,0,0,15,0,0,6,439,1,1190,444
2578,2763_01,0,0,2,31,0,1,4,168,0,1703,859
2579,2764_01,0,0,2,42,0,1,4,189,1,1702,1588
2580,2765_01,2,0,2,27,0,0,5,532,1,527,1503
2581,2768_01,0,0,2,36,0,1,5,533,1,350,133
2582,2768_02,0,0,2,0,0,0,6,442,1,350,0
2583,2768_03,0,1,2,3,0,0,6,442,1,350,0
2584,2769_01,0,0,1,22,0,0,5,573,0,710,1029
2585,2770_01,0,0,2,56,0,0,6,443,1,804,1817
2586,2772_01,0,0,2,23,0,0,6,444,1,1315,757
2587,2773_01,2,0,2,25,0,0,3,94,1,2016,1056
2588,2774_01,0,0,2,29,0,0,5,575,0,302,703
2589,2774_02,0,0,2,17,0,0,5,575,0,1250,1226
2590,2774_03,0,0,2,13,0,0,5,575,0,302,967
2591,2778_01,2,0,2,35,0,1,3,82,0,711,2715
2592,2778_02,2,1,0,53,0,1,5,576,0,711,0
2593,2780_01,0,0,2,24,0,0,5,578,0,369,716
2594,2781_01,0,1,2,38,0,0,6,447,0,2179,0
2595,2783_01,1,1,0,21,0,1,3,83,0,647,0
2596,2783_02,1,0,0,29,0,0,3,83,0,647,3029
2597,2784_01,0,0,2,46,0,1,6,448,0,2124,1721
2598,2785_01,1,1,2,58,0,1,2,102,1,419,0
2599,2786_01,0,0,1,53,0,1,4,190,1,759,689
2600,2787_01,0,0,0,21,0,0,5,535,1,1771,1176
2601,2788_01,0,1,1,27,0,0,6,449,0,1660,0
2602,2789_01,0,1,2,31,0,0,6,450,0,352,0
2603,2790_01,1,1,0,23,0,1,1,86,0,1848,0
2604,2790_02,1,0,0,41,0,0,1,86,0,1848,6017
2605,2790_03,1,0,2,29,0,0,1,86,0,1848,2341
2606,2790_04,1,0,0,54,0,0,1,86,0,1848,4726
2607,2790_05,1,0,0,43,0,1,1,86,0,1848,10859
2608,2792_01,0,1,1,36,0,1,6,446,1,703,0
2609,2793_01,0,0,2,48,0,1,4,169,0,1271,872
2610,2795_01,1,0,2,34,0,1,2,103,1,237,5687
2611,2795_02,1,0,2,42,0,0,2,103,1,237,4095
2612,2796_01,0,0,0,17,0,0,5,536,1,2217,863
2613,2797_01,0,0,2,22,0,0,5,580,0,283,1345
2614,2798_01,1,0,2,37,0,0,0,23,0,2033,3527
2615,2798_02,1,1,0,38,0,1,0,23,0,2033,0
2616,2799_01,0,0,2,21,0,0,6,447,1,128,884
2617,2799_02,0,1,1,23,0,1,6,447,1,128,0
2618,2801_01,1,0,2,27,0,0,1,87,0,780,17529
2619,2802_01,0,0,2,23,0,1,5,581,0,379,2735
2620,2805_01,0,0,2,19,0,0,5,582,0,180,634
2621,2806_01,2,0,2,28,0,0,3,95,1,837,1182
2622,2807_01,0,0,2,33,0,0,4,171,0,2108,996
2623,2807_02,0,1,1,24,0,0,6,452,0,2108,0
2624,2807_03,0,1,2,0,0,1,6,452,0,1347,0
2625,2809_01,0,1,2,41,0,1,6,453,0,641,0
2626,2810_01,0,1,2,19,0,0,6,454,0,1098,0
2627,2811_01,0,0,2,44,0,0,5,537,1,375,871
2628,2812_01,2,0,0,43,0,1,5,538,1,883,1307
2629,2813_01,0,1,2,14,0,1,6,449,1,266,0
2630,2814_01,0,1,1,18,0,1,6,455,0,1872,0
2631,2817_01,0,0,2,25,0,0,5,584,0,1992,1159
2632,2818_01,2,0,2,0,0,1,5,585,0,169,0
2633,2818_02,2,1,0,4,0,1,5,585,0,169,0
2634,2818_03,2,0,2,24,0,1,5,585,0,169,1148
2635,2819_01,0,0,2,38,0,0,5,586,0,1427,716
2636,2820_01,0,1,2,44,0,1,6,457,0,1210,0
2637,2821_01,0,1,0,57,0,1,6,458,0,1832,0
2638,2822_01,0,1,0,3,0,1,6,450,1,934,0
2639,2822_02,0,0,2,5,0,0,6,450,1,934,0
2640,2822_03,0,1,0,3,0,1,6,450,1,934,0
2641,2822_04,0,1,2,18,0,1,6,450,1,934,0
2642,2822_05,0,1,2,8,0,0,6,450,1,934,0
2643,2823_01,2,1,2,21,0,1,5,587,0,1486,0
2644,2824_01,1,1,0,35,0,1,2,104,1,1718,0
2645,2825_01,2,0,2,47,0,1,5,539,1,1769,0
2646,2826_01,1,0,0,28,0,0,2,96,0,1465,4863
2647,2826_02,1,0,2,49,0,0,2,96,0,1465,13012
2648,2831_01,1,0,2,23,0,1,3,86,0,687,2798
2649,2831_02,1,0,2,19,0,0,3,86,0,1052,2141
2650,2832_01,0,0,2,34,0,0,4,173,0,2217,787
2651,2834_01,1,0,2,40,1,1,2,105,1,466,3511
2652,2835_01,1,0,0,26,1,0,0,24,0,2062,5792
2653,2837_01,0,0,1,23,0,0,5,588,0,1268,1922
2654,2838_01,2,0,2,22,0,0,4,174,0,526,0
2655,2839_01,1,0,2,51,0,1,2,107,1,952,4082
2656,2840_01,0,0,0,44,0,0,5,540,1,1015,692
2657,2843_01,2,0,2,50,0,0,4,175,0,2024,1014
2658,2846_01,0,1,2,28,0,1,6,452,1,1177,0
2659,2847_01,0,1,2,13,0,1,6,464,0,337,0
2660,2852_01,0,0,2,21,0,0,6,465,0,1090,620
2661,2853_01,0,0,2,20,0,1,5,544,1,260,924
2662,2854_01,0,0,0,14,0,0,5,591,0,271,1515
2663,2856_01,1,0,0,38,0,0,2,108,1,800,5064
2664,2857_01,0,0,1,29,0,0,5,545,1,1180,671
2665,2858_01,1,1,2,36,0,1,2,109,1,700,0
2666,2858_02,1,1,2,16,0,1,2,109,1,700,0
2667,2858_03,1,1,2,40,0,1,2,109,1,700,0
2668,2859_01,1,1,0,27,0,1,2,98,0,673,0
2669,2860_01,0,0,1,18,0,1,5,546,1,56,1306
2670,2861_01,0,0,2,17,0,1,5,547,1,1238,761
2671,2862_01,2,1,2,32,0,1,4,193,1,872,0
2672,2863_01,0,0,2,27,0,0,6,466,0,2026,852
2673,2865_01,2,0,2,34,0,0,3,88,0,482,3015
2674,2865_02,2,0,2,53,0,1,3,88,0,482,962
2675,2866_01,1,1,2,36,1,1,2,110,1,2163,0
2676,2867_01,2,0,2,41,0,0,3,89,0,109,1719
2677,2867_02,2,0,2,51,0,0,4,176,0,109,953
2678,2869_01,0,1,1,61,0,1,6,467,0,2100,0
2679,2870_01,0,0,2,59,0,1,6,454,1,2181,922
2680,2871_01,1,1,2,17,0,1,1,88,0,2080,0
2681,2871_02,1,1,2,27,0,1,1,88,0,2080,0
2682,2872_01,0,0,1,57,0,1,6,455,1,1183,1798
2683,2873_01,2,0,0,39,0,0,4,194,1,177,2150
2684,2875_01,1,1,0,55,0,1,1,107,1,781,0
2685,2876_01,0,0,2,42,0,0,6,456,1,245,852
2686,2877_01,0,0,2,36,0,0,5,592,0,2110,803
2687,2878_01,2,0,2,42,0,1,5,593,0,44,3701
2688,2880_01,0,1,1,32,0,0,6,468,0,2207,0
2689,2881_01,0,0,0,6,0,0,6,457,1,250,0
2690,2882_01,0,1,2,15,0,0,6,458,1,585,0
2691,2883_01,0,0,2,28,0,1,5,595,0,916,1375
2692,2884_01,2,0,2,37,0,0,3,90,0,660,912
2693,2887_01,0,0,2,44,0,0,6,459,1,1678,809
2694,2888_01,2,0,2,71,1,0,5,597,0,830,2599
2695,2890_01,1,0,2,44,0,0,1,89,0,365,3801
2696,2890_02,1,1,2,36,0,1,1,89,0,365,0
2697,2891_01,0,0,2,18,0,0,6,460,1,1460,909
2698,2892_01,0,0,1,3,0,1,6,469,0,477,0
2699,2892_02,0,1,0,12,0,0,6,469,0,811,0
2700,2892_03,0,1,0,0,0,1,6,469,0,811,0
2701,2892_04,0,0,2,29,0,0,5,598,0,477,1311
2702,2892_05,0,0,2,9,0,0,6,469,0,477,0
2703,2893_01,0,0,0,27,0,0,6,470,0,148,1793
2704,2894_01,0,0,1,24,0,0,5,599,0,964,688
2705,2897_01,0,0,2,38,0,1,6,461,1,1285,845
2706,2899_01,2,0,2,28,0,0,5,600,0,304,1493
2707,2900_01,2,1,2,26,0,1,8,82,2,1875,0
2708,2901_01,0,0,2,16,0,0,5,601,0,2098,1001
2709,2901_02,0,0,1,24,0,1,5,601,0,2098,734
2710,2902_01,0,0,2,33,0,0,6,471,0,1307,883
2711,2905_01,0,0,0,24,0,0,6,462,1,1482,489
2712,2906_01,0,0,2,29,0,0,6,463,1,804,812
2713,2907_01,0,0,2,25,0,1,5,552,1,2148,2019
2714,2908_01,0,0,2,0,0,0,6,464,1,163,0
2715,2908_02,0,0,2,13,0,0,5,553,1,163,918
2716,2909_01,0,1,0,7,0,0,6,473,0,1571,0
2717,2910_01,0,0,1,32,0,0,5,602,0,274,736
2718,2912_01,2,1,2,34,0,0,4,178,0,1138,0
2719,2913_01,2,0,2,49,0,0,5,603,0,1784,2597
2720,2919_01,2,0,2,43,0,1,3,96,1,1156,2708
2721,2919_02,2,0,2,0,0,1,5,555,1,1156,0
2722,2919_03,2,1,2,6,0,1,5,555,1,1156,0
2723,2920_01,0,0,2,23,0,1,5,606,0,1793,748
2724,2925_01,2,0,2,43,0,1,5,609,0,1326,1158
2725,2925_02,2,1,0,23,0,1,5,609,0,1326,0
2726,2926_01,2,0,2,43,0,0,8,82,2,993,1505
2727,2927_01,2,1,0,41,0,1,5,611,0,1473,0
2728,2928_01,1,0,0,54,1,0,1,92,0,1232,3701
2729,2928_02,1,1,2,51,0,1,1,92,0,324,0
2730,2928_03,1,1,2,44,0,1,1,92,0,1232,0
2731,2929_01,0,1,1,48,0,1,6,467,1,1253,0
2732,2930_01,0,0,2,45,0,0,6,474,0,1290,882
2733,2934_01,0,0,1,20,0,0,5,557,1,1351,689
2734,2935_01,1,0,2,33,0,0,7,2,0,2217,7412
2735,2936_01,0,0,2,21,0,0,6,468,1,163,446
2736,2938_01,1,1,2,68,0,1,2,100,0,67,0
2737,2940_01,0,0,1,23,0,1,5,615,0,356,683
2738,2941_01,0,0,2,16,0,0,6,477,0,148,754
2739,2942_01,0,0,2,35,0,0,5,558,1,2141,879
2740,2943_01,0,1,2,22,0,0,6,478,0,155,0
2741,2944_01,0,0,2,51,0,0,5,559,1,1405,802
2742,2944_02,0,0,1,2,0,0,6,469,1,1405,0
2743,2944_03,0,1,0,29,0,0,6,469,1,1405,0
2744,2944_04,0,0,2,0,0,1,6,469,1,1405,0
2745,2945_01,0,1,0,39,0,1,6,479,0,1353,0
2746,2948_01,1,0,2,55,0,1,2,112,1,1603,3675
2747,2949_01,0,1,2,22,0,0,6,482,0,200,0
2748,2950_01,0,0,2,20,0,0,5,617,0,701,689
2749,2953_01,0,0,0,25,0,1,4,179,0,1880,643
2750,2954_01,0,0,0,18,0,1,5,619,0,874,652
2751,2956_01,0,0,1,28,0,0,6,470,1,1018,1833
2752,2958_01,0,0,2,26,0,0,5,561,1,1481,3137
2753,2959_01,0,0,1,28,0,0,5,620,0,2217,1548
2754,2960_01,0,0,2,54,0,0,5,562,1,346,0
2755,2961_01,0,0,2,56,0,0,5,621,0,1116,778
2756,2962_01,2,0,2,25,0,0,4,180,0,87,1360
2757,2964_01,1,0,2,26,0,0,0,35,1,987,11481
2758,2965_01,0,0,2,14,0,0,5,622,0,1380,970
2759,2966_01,0,0,2,21,0,1,4,181,0,79,826
2760,2968_01,0,1,2,43,0,1,6,485,0,1888,0
2761,2969_01,0,0,2,37,0,0,6,486,0,1320,807
2762,2970_01,0,0,2,27,0,0,8,82,2,3,829
2763,2971_01,1,0,2,38,0,1,7,3,0,1822,3164
2764,2972_01,0,0,2,14,0,1,4,182,0,2215,1632
2765,2975_01,0,0,1,20,0,0,5,564,1,959,595
2766,2979_01,1,0,2,33,0,0,1,93,0,2089,0
2767,2982_01,1,1,0,33,0,1,1,111,1,2082,0
2768,2983_01,0,0,2,13,0,1,4,183,0,1350,841
2769,2984_01,1,0,2,37,0,0,3,97,1,948,4324
2770,2986_01,2,0,2,15,0,0,4,197,1,629,9597
2771,2988_01,1,0,0,33,0,0,0,36,1,492,6932
2772,2990_01,0,1,1,24,0,1,6,472,1,2098,0
2773,2992_01,0,0,1,49,0,0,5,570,1,1939,688
2774,2993_01,0,0,2,24,0,0,5,571,1,874,2087
2775,2994_01,0,0,2,24,0,0,4,198,1,1797,790
2776,2995_01,1,1,0,26,0,1,1,94,0,1736,0
2777,2995_02,1,1,0,40,0,1,1,94,0,1736,0
2778,2996_01,0,0,0,31,0,0,5,626,0,2217,639
2779,2998_01,1,0,2,47,0,1,2,113,1,1372,5676
2780,3000_01,0,0,2,19,0,0,5,627,0,1903,737
2781,3001_01,1,0,0,38,1,0,2,101,0,1836,6361
2782,3001_02,1,0,0,33,0,1,2,101,0,1836,3310
2783,3003_01,1,1,2,45,0,1,2,114,1,1963,0
2784,3004_01,0,1,2,1,0,1,6,473,1,417,0
2785,3004_02,0,0,2,32,0,0,5,572,1,417,797
2786,3005_01,2,1,2,70,0,1,5,573,1,712,0
2787,3006_01,0,0,1,19,0,0,6,474,1,2195,755
2788,3009_01,2,1,1,55,0,1,4,185,0,380,0
2789,3010_01,1,0,2,48,0,0,1,96,0,1600,16113
2790,3012_01,0,0,2,66,0,0,6,475,1,229,1194
2791,3013_01,0,0,2,13,0,0,5,629,0,1355,872
2792,3014_01,1,0,0,40,0,0,2,115,1,1437,8056
2793,3015_01,0,0,2,35,0,1,4,199,1,1592,1624
2794,3018_01,0,0,2,32,0,0,5,630,0,928,690
2795,3019_01,2,0,2,51,0,0,4,187,0,1501,2099
2796,3020_01,1,0,2,37,0,0,1,112,1,1344,8979
2797,3021_01,0,0,2,31,0,0,6,476,1,1903,883
2798,3021_02,0,0,2,37,0,0,5,574,1,1903,2251
2799,3022_01,1,0,2,38,0,0,2,102,0,1898,7113
2800,3022_02,1,0,0,19,0,0,2,102,0,1898,3795
2801,3023_01,2,1,2,33,0,1,5,631,0,186,0
2802,3024_01,0,0,2,19,0,1,5,632,0,118,1939
2803,3025_01,0,0,2,31,0,1,6,477,1,2217,927
2804,3025_02,0,0,2,43,0,0,6,477,1,708,704
2805,3026_01,0,1,2,22,0,0,6,492,0,814,0
2806,3027_01,0,1,2,24,0,0,6,493,0,713,0
2807,3029_01,1,0,0,21,0,0,2,103,0,593,3104
2808,3029_02,1,0,2,14,0,1,2,103,0,593,0
2809,3030_01,1,0,0,30,0,1,1,97,0,15,5131
2810,3030_02,1,1,2,22,0,1,1,97,0,15,0
2811,3032_01,0,0,2,11,0,0,6,478,1,2196,0
2812,3032_02,0,1,2,4,0,0,6,478,1,2196,0
2813,3032_03,0,0,2,0,0,0,6,478,1,2196,0
2814,3032_04,0,0,2,30,0,0,5,575,1,2196,1442
2815,3033_01,0,0,1,21,0,0,6,479,1,2119,1721
2816,3034_01,1,0,2,40,0,0,8,82,2,1416,0
2817,3036_01,0,0,1,57,0,0,5,634,0,208,685
2818,3038_01,2,0,2,35,0,0,5,576,1,1584,1228
2819,3039_01,1,0,2,32,0,0,0,37,1,459,0
2820,3040_01,2,0,2,32,0,0,5,577,1,1640,2623
2821,3042_01,0,0,2,30,0,0,5,578,1,1290,738
2822,3044_01,0,0,2,69,0,0,5,636,0,754,716
2823,3045_01,0,1,2,21,0,0,6,480,1,967,0
