,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Total_Spending,Deck,Num,Side
1969,0,0,0,29,0,0,803,0,414,0
1970,0,0,0,26,0,0,0,1,734,0
1971,0,1,1,16,0,0,0,1,335,0
1972,0,0,1,20,0,0,4928,1,336,0
1973,0,0,0,33,0,0,888,1,338,1
1974,0,1,0,18,0,0,0,1,339,1
1975,2,0,0,24,0,0,2598,0,417,1
1976,2,0,0,29,0,0,2598,0,418,1
1977,1,1,1,40,0,1,0,3,87,0
1978,1,1,0,27,0,1,0,5,72,0
1979,0,1,0,35,0,0,0,1,339,0
1980,1,0,0,31,0,0,22021,1,734,0
1981,0,1,2,26,0,0,0,1,340,1
1982,2,0,0,49,0,1,1058,5,73,0
1983,0,1,0,23,0,0,0,1,341,1
1984,0,1,2,23,0,0,0,1,342,1
1985,0,1,2,14,0,1,0,1,342,1
1986,0,0,1,21,0,0,810,1,341,0
1987,0,0,0,18,0,0,907,1,343,1
1988,0,0,0,24,0,0,717,0,415,0
1989,0,0,0,19,0,1,790,0,419,1
1990,0,0,0,22,0,0,809,1,344,1
1991,0,0,0,17,0,0,758,0,420,1
1992,0,0,2,13,0,0,668,0,421,1
1993,0,0,0,26,0,0,991,2,128,1
1994,2,0,0,24,0,0,1182,5,74,0
1995,2,1,0,16,0,1,0,0,416,0
1996,2,0,0,20,0,0,1149,0,422,1
1997,0,0,0,20,0,0,1620,2,129,1
1998,0,0,0,23,0,0,788,2,129,1
1999,0,0,0,61,0,0,915,1,343,0
2000,2,1,0,27,0,1,0,0,423,1
2001,2,0,1,3,0,1,0,0,423,1
2002,2,0,1,4,0,1,0,0,423,1
2003,0,1,1,13,0,1,0,1,344,0
2004,2,1,0,19,0,1,0,0,417,0
2005,0,0,0,18,0,1,698,0,424,1
2006,0,0,1,66,0,1,1610,2,130,1
2007,2,1,0,39,0,1,0,0,418,0
2008,0,0,0,21,0,0,2667,0,419,0
2009,0,1,0,7,0,0,0,1,345,0
2010,0,1,0,56,0,0,0,1,734,0
2011,0,0,0,15,0,0,1079,0,425,1
2012,2,0,0,24,0,1,1298,2,155,0
2013,0,0,0,13,0,0,874,0,420,0
2014,1,1,0,18,0,1,0,3,89,0
2015,0,1,2,38,0,0,0,1,346,1
2016,0,0,0,45,0,0,2797,0,426,1
2017,0,1,0,21,0,0,0,1,347,1
2018,0,0,0,19,0,0,628,1,348,1
2019,0,0,0,49,0,0,1527,0,421,0
2020,0,0,0,21,0,1,865,0,423,0
2021,0,0,0,18,0,1,2429,0,424,0
2022,2,1,0,43,0,1,0,0,429,1
2023,2,1,2,27,0,1,0,0,425,0
2024,2,0,0,0,0,1,0,0,425,0
2025,0,0,0,27,0,0,773,1,349,1
2026,1,1,0,21,0,1,0,3,63,1
2027,0,0,2,20,0,0,753,0,431,1
2028,2,1,0,35,0,1,0,0,427,0
2029,2,0,0,20,0,0,1216,0,427,0
2030,0,0,0,24,0,0,804,0,433,1
2031,0,0,0,41,0,0,6198,1,351,1
2032,0,0,2,23,0,1,774,1,347,0
2033,0,1,2,27,0,1,0,1,352,1
2034,0,1,1,58,0,1,0,1,348,0
2035,2,1,0,53,0,1,0,0,435,1
2036,1,0,0,30,0,0,8791,4,80,0
2037,0,0,1,24,0,0,566,0,428,0
2038,1,0,0,31,0,0,4230,3,64,1
2039,2,0,2,46,0,0,1233,0,429,0
2040,2,0,0,20,0,0,1040,0,429,0
2041,0,1,0,20,0,0,0,1,350,0
2042,0,0,0,30,0,0,1385,0,437,1
2043,0,0,1,24,0,0,691,0,438,1
2044,0,0,0,34,0,0,628,1,354,1
2045,0,0,0,20,0,0,2272,0,430,0
2046,2,1,0,48,0,1,0,0,431,0
2047,0,0,2,25,0,0,689,0,439,1
2048,0,1,0,43,0,0,0,1,352,0
2049,0,0,0,27,0,1,1050,0,440,1
2050,1,0,0,47,0,0,5499,3,65,1
2051,1,0,1,26,0,1,4715,3,65,1
2052,1,1,0,37,0,1,0,3,65,1
2053,1,0,1,42,0,0,4140,3,65,1
2054,0,0,1,61,0,1,1624,2,156,0
2055,2,0,0,29,0,0,2598,0,442,1
2056,1,0,1,32,0,1,3032,5,75,0
2057,2,0,0,51,0,0,1688,0,443,1
2058,2,0,0,43,0,0,2579,5,76,0
2059,1,1,1,25,0,1,0,3,90,0
2060,0,0,0,31,0,0,789,2,157,0
2061,0,0,2,13,0,0,943,0,432,0
2062,0,0,0,20,0,0,774,1,354,0
2063,0,0,0,29,0,0,1389,0,433,0
2064,0,1,0,16,0,0,0,1,355,0
2065,0,0,0,15,0,1,2727,0,434,0
2066,0,0,0,50,0,0,2175,0,445,1
2067,1,0,1,41,1,1,31076,6,27,0
2068,1,0,0,43,0,1,2468,6,27,0
2069,1,1,0,32,0,1,0,6,27,0
2070,1,0,0,36,0,0,3976,6,27,0
2071,0,1,1,18,0,1,0,1,734,0
2072,0,0,0,47,0,1,882,1,357,0
2073,0,1,2,29,0,1,0,1,355,1
2074,0,0,0,24,0,0,908,1,358,0
2075,0,0,0,14,0,1,804,0,435,0
2076,0,1,2,25,0,0,0,1,356,1
2077,2,0,0,63,0,0,1173,2,158,0
2078,0,0,0,22,0,0,739,0,437,0
2079,2,0,0,32,0,0,954,2,159,0
2080,0,0,1,31,0,0,689,0,438,0
2081,0,0,0,24,0,0,1360,0,438,0
2082,0,0,0,39,0,0,907,1,359,1
2083,2,1,1,20,0,1,0,0,448,1
2084,2,1,1,20,0,1,0,0,448,1
2085,2,0,0,19,0,0,0,2,134,1
2086,2,0,1,20,0,0,1913,2,134,1
2087,2,0,0,31,0,0,1052,5,66,1
2088,2,1,1,17,0,1,0,0,448,1
2089,2,0,0,24,0,0,2599,0,448,1
2090,0,0,0,27,0,0,742,0,449,1
2091,1,0,1,28,0,1,4735,4,83,0
2092,1,1,0,41,0,1,0,4,83,0
2093,1,1,1,25,0,1,0,6,28,0
2094,0,0,2,26,0,1,562,0,439,0
2095,0,0,0,27,0,0,2516,0,451,1
2096,0,0,0,22,0,1,769,1,362,1
2097,1,0,1,62,0,0,7336,6,29,0
2098,1,0,0,58,0,0,1172,6,29,0
2099,0,0,0,37,0,0,2328,1,363,1
2100,0,0,0,54,0,0,912,1,359,0
2101,0,0,0,26,0,0,713,0,455,1
2102,1,1,1,44,0,1,0,4,75,1
2103,1,1,0,34,0,1,0,4,75,1
2104,0,1,0,47,0,1,0,1,360,0
2105,1,0,0,27,1,1,4075,4,76,1
2106,1,1,1,22,0,1,0,3,66,1
2107,0,1,0,46,0,1,0,1,364,1
2108,0,0,0,29,0,1,885,0,441,0
2109,0,0,1,43,0,0,673,1,365,1
2110,0,0,0,42,0,0,804,0,456,1
2111,0,0,0,39,0,1,881,0,442,0
2112,2,0,0,30,0,0,1486,0,457,1
2113,2,0,0,43,0,1,3046,2,161,0
2114,0,1,0,19,0,0,0,1,366,1
2115,2,1,0,26,0,1,0,0,458,1
2116,2,0,0,46,0,1,1433,0,459,1
2117,0,0,0,3,0,1,0,1,367,1
2118,0,1,1,21,0,1,0,1,734,0
2119,0,0,0,1,0,1,0,1,367,1
2120,0,0,0,22,0,0,788,2,162,0
2121,1,1,1,27,0,1,0,4,79,1
2122,1,1,1,28,0,1,0,4,79,1
2123,2,0,2,36,0,0,911,0,460,1
2124,0,0,0,19,0,0,809,1,362,0
2125,1,1,1,18,0,1,0,4,80,1
2126,1,0,1,47,0,0,4195,3,91,0
2127,1,0,0,18,0,0,12727,3,92,0
2128,0,0,0,6,0,1,0,2,136,1
2129,0,0,0,20,0,0,923,0,461,1
2130,2,0,0,18,0,0,5916,0,463,1
2131,0,0,0,37,0,0,220,0,464,1
2132,0,0,0,22,0,0,1618,2,163,0
2133,2,0,0,37,0,1,2599,0,465,1
2134,0,0,1,6,0,0,0,1,365,0
2135,0,0,0,36,0,0,723,1,365,0
2136,0,0,1,46,0,0,1031,0,445,0
2137,0,0,0,75,0,0,2993,0,466,1
2138,0,0,0,37,0,0,696,0,466,1
2139,0,1,0,22,0,1,0,1,369,1
2140,0,0,2,33,0,0,688,0,467,1
2141,2,0,0,35,0,0,617,0,448,0
2142,1,0,1,19,0,0,8195,4,81,1
2143,1,0,1,34,0,0,6818,4,81,1
2144,0,0,0,23,0,1,1053,0,449,0
2145,0,0,1,37,0,0,1509,1,367,0
2146,0,0,1,24,0,0,1368,0,449,0
2147,1,0,0,54,1,0,7878,6,18,1
2148,2,0,1,52,0,1,1431,0,468,1
2149,0,1,0,60,0,0,0,1,368,0
2150,1,0,0,1,0,1,0,4,82,1
2151,1,0,0,24,0,1,0,4,82,1
2152,1,0,0,22,0,0,3900,4,82,1
2153,1,0,1,27,0,1,12152,4,82,1
2154,1,1,1,48,0,1,0,4,82,1
2155,1,0,1,47,0,0,1776,4,82,1
2156,1,1,0,25,0,1,0,5,77,0
2157,1,0,1,49,0,0,3947,5,77,0
2158,1,0,0,33,0,0,11141,5,77,0
2159,1,0,0,67,0,1,5320,5,77,0
2160,0,1,2,5,0,0,0,1,371,1
2161,1,1,1,60,0,1,0,5,68,1
2162,1,1,0,56,0,1,0,5,68,1
2163,1,0,0,59,0,0,6306,5,68,1
2164,1,1,0,44,0,1,0,5,68,1
2165,0,0,0,33,0,0,914,1,372,1
2166,0,1,0,28,0,0,0,1,369,0
2167,2,0,0,29,0,0,2366,0,469,1
2168,0,1,0,13,0,0,0,1,370,0
2169,1,1,1,34,0,1,0,3,67,1
2170,0,1,2,45,0,1,0,1,371,0
2171,0,0,0,39,0,0,908,1,372,0
2172,0,0,0,18,0,0,796,0,470,1
2173,0,1,2,57,0,0,0,1,373,1
2174,0,0,1,24,0,0,804,0,450,0
2175,0,1,2,25,0,1,0,1,373,0
2176,0,1,2,22,0,0,0,1,374,0
2177,1,0,0,32,0,1,5388,3,68,1
2178,2,1,0,29,0,1,0,0,472,1
2179,0,0,0,21,0,0,2165,0,453,0
2180,2,0,0,16,0,0,0,2,137,1
2181,1,1,1,45,0,1,0,6,30,0
2182,1,0,0,44,1,0,7570,6,30,0
2183,0,1,1,27,0,1,0,1,376,1
2184,0,0,0,26,0,0,871,0,474,1
2185,2,0,0,46,0,0,1347,0,475,1
2186,0,0,2,24,0,0,648,0,454,0
2187,0,0,0,15,0,1,785,0,455,0
2188,0,1,2,53,0,0,0,1,378,0
2189,0,0,1,28,0,0,635,0,477,1
2190,0,1,0,11,0,1,0,1,377,1
2191,0,1,0,7,0,0,0,1,377,1
2192,0,1,2,0,0,1,0,1,377,1
2193,0,1,1,15,0,1,0,1,377,1
2194,0,0,1,31,0,0,608,1,377,1
2195,0,0,0,9,0,0,0,1,377,1
2196,1,0,1,44,1,0,3958,5,78,0
2197,0,0,0,35,0,0,907,1,379,0
2198,0,0,0,30,0,1,5525,1,380,0
2199,0,0,1,13,0,0,880,0,457,0
2200,2,0,0,45,1,0,861,5,80,0
2201,2,1,0,4,0,1,0,5,80,0
2202,2,1,0,21,0,1,0,5,80,0
2203,0,0,0,20,0,0,1618,2,139,1
2204,0,1,0,24,0,1,0,1,379,1
2205,0,1,2,3,0,0,0,1,380,1
2206,0,0,0,29,0,1,792,0,481,1
2207,1,0,0,28,0,1,11846,4,85,0
2208,0,0,0,44,0,1,907,1,381,1
2209,1,1,0,50,0,1,0,5,71,1
2210,2,1,0,35,0,0,0,0,482,1
2211,0,0,0,19,0,0,645,0,483,1
2212,2,0,0,22,0,0,954,2,141,1
2213,0,0,0,30,0,0,923,0,484,1
2214,1,0,0,36,0,0,12670,5,81,0
2215,2,0,0,20,0,1,1896,2,166,0
2216,0,0,1,22,0,1,753,1,383,1
2217,0,0,1,22,0,0,703,0,459,0
2218,1,1,2,32,0,1,0,4,83,1
2219,0,0,0,35,0,0,872,0,487,1
2220,0,0,1,41,0,0,1357,0,488,1
2221,0,1,0,57,0,0,0,1,383,0
2222,0,1,2,3,0,0,0,1,383,0
2223,0,0,1,11,0,1,0,1,383,0
2224,0,0,0,4,0,1,0,1,383,0
2225,0,1,0,17,0,0,0,1,383,0
2226,0,0,0,30,0,0,0,1,383,0
2227,0,1,0,11,0,1,0,1,734,0
2228,2,0,0,23,0,0,1854,0,461,0
2229,0,0,0,58,0,1,1580,2,142,1
2230,0,0,0,22,0,0,722,1,384,0
2231,0,0,0,24,0,0,4179,1,385,1
2232,0,0,0,20,0,0,788,2,143,1
2233,0,1,0,37,0,1,0,1,386,1
2234,0,0,0,49,0,0,713,1,387,1
2235,0,0,0,46,0,0,1625,2,168,0
2236,0,0,0,30,0,0,884,1,386,0
2237,0,0,1,36,0,0,810,1,387,0
2238,0,0,0,21,0,0,829,0,490,1
2239,2,0,0,25,1,0,1173,2,169,0
2240,0,1,2,42,0,1,0,1,388,1
2241,0,1,0,13,0,0,0,1,389,1
2242,0,0,0,25,0,0,884,1,388,0
2243,1,0,0,29,0,0,4762,4,86,0
2244,1,1,0,17,0,1,0,4,86,0
2245,1,0,1,36,0,1,7729,4,86,0
2246,0,1,0,44,0,1,0,4,86,0
2247,2,1,0,18,0,1,0,0,465,0
2248,0,0,1,22,0,0,690,0,492,1
2249,0,1,0,22,0,1,0,1,390,1
2250,0,1,0,43,0,1,0,1,391,1
2251,0,0,0,29,0,1,2151,0,493,1
2252,0,1,0,24,0,1,0,1,392,1
2253,0,1,2,18,0,1,0,1,390,0
2254,1,0,0,42,0,0,7411,7,1,1
2255,0,0,0,43,0,0,1817,1,391,0
2256,0,0,0,32,0,0,887,1,393,1
2257,0,1,0,15,0,1,0,1,394,1
2258,2,0,0,22,0,1,0,2,145,1
2259,0,1,0,20,0,0,0,1,395,1
2260,0,0,0,34,0,1,1816,1,393,0
2261,2,1,0,70,0,1,0,0,466,0
2262,2,1,0,18,0,1,0,0,466,0
2263,1,1,0,26,0,1,0,3,94,0
2264,0,0,0,17,0,0,1106,0,497,1
2265,0,0,0,13,0,0,776,0,498,1
2266,0,0,0,19,0,0,79,0,499,1
2267,1,1,0,32,0,1,0,4,84,1
2268,0,0,0,33,0,0,2789,0,467,0
2269,0,0,0,21,0,0,799,0,501,1
2270,2,1,0,23,0,1,0,0,503,1
2271,0,0,0,24,0,1,777,0,504,1
2272,0,0,1,17,0,0,876,0,468,0
2273,2,1,0,34,0,1,0,0,505,1
2274,0,0,0,31,0,0,1955,5,72,1
2275,0,0,1,43,0,0,747,0,506,1
2276,0,0,0,43,0,0,790,2,170,0
2277,0,0,0,33,0,1,755,0,507,1
2278,2,1,0,28,0,1,0,0,508,1
2279,2,1,0,27,0,0,0,2,146,1
2280,2,1,0,7,0,1,0,0,508,1
2281,0,1,2,16,0,0,0,1,395,0
2282,0,0,1,42,0,0,717,0,470,0
2283,2,1,0,27,0,1,0,2,147,1
2284,0,0,0,19,0,0,801,0,510,1
2285,2,0,0,42,0,0,1997,0,471,0
2286,0,1,2,13,0,0,0,1,399,1
2287,0,1,0,16,0,1,0,1,400,1
2288,0,0,0,21,0,1,702,0,511,1
2289,0,1,2,28,0,1,0,1,402,1
2290,0,1,0,69,0,0,0,1,396,0
2291,0,1,2,15,0,0,0,1,397,0
2292,0,0,0,48,0,0,70,2,171,0
2293,0,0,0,42,0,0,959,0,472,0
2294,2,0,0,42,0,0,1059,5,83,0
2295,0,0,0,23,0,0,706,1,398,0
2296,0,0,0,26,0,0,543,1,398,0
2297,0,0,0,45,0,0,908,1,403,1
2298,0,0,0,30,0,0,790,2,173,0
2299,2,1,0,36,0,1,0,0,475,0
2300,1,0,0,24,0,0,7243,4,85,1
2301,0,0,0,35,0,0,1265,0,512,1
2302,1,1,0,21,0,1,0,4,86,1
2303,1,1,1,50,0,1,0,4,86,1
2304,0,1,0,52,0,0,0,1,404,1
2305,0,1,2,21,0,0,0,1,734,0
2306,0,0,1,41,0,0,699,0,476,0
2307,0,0,1,35,0,0,2789,0,477,0
2308,0,0,0,26,0,0,775,0,513,1
2309,0,0,0,17,0,0,1997,0,513,1
2310,2,0,0,69,0,0,5508,5,85,0
2311,1,1,0,27,0,1,0,3,72,1
2312,0,0,2,25,0,0,4707,1,401,0
2313,2,1,0,27,0,1,0,0,480,0
2314,0,0,0,25,0,0,724,0,481,0
2315,0,0,1,36,0,0,652,1,734,0
2316,0,0,0,14,0,0,990,2,176,0
2317,1,1,1,27,0,1,0,4,89,0
2318,0,0,0,22,0,0,1798,1,403,0
2319,0,0,0,24,0,0,889,1,404,0
2320,2,0,0,24,0,0,1288,0,516,1
2321,2,0,0,4,0,1,0,0,516,1
2322,0,0,0,19,0,0,787,2,149,1
2323,0,0,0,19,0,0,788,2,149,1
2324,0,0,1,38,0,0,13558,6,19,1
2325,1,1,1,39,0,1,0,6,19,1
2326,1,0,1,23,0,0,3687,6,19,1
2327,1,1,1,57,0,1,0,5,86,0
2328,1,1,0,18,0,1,0,5,86,0
2329,0,0,0,43,0,0,1154,0,483,0
2330,2,0,0,28,0,1,1467,0,517,1
2331,1,0,1,33,0,0,16060,4,91,0
2332,1,1,1,37,0,1,0,4,91,0
2333,0,0,0,28,0,0,711,1,734,0
2334,1,0,1,28,1,0,8453,3,96,0
2335,1,1,1,18,0,1,0,3,96,0
2336,0,0,1,29,0,0,809,1,406,1
2337,1,1,0,29,0,1,0,4,87,1
2338,1,1,1,28,0,1,0,4,87,1
2339,0,0,0,24,0,1,1291,0,485,0
2340,1,0,0,59,0,0,6827,4,88,1
2341,2,1,0,43,0,0,0,2,151,1
2342,2,1,0,20,0,1,0,0,520,1
2343,1,1,1,23,0,1,0,3,73,1
2344,1,1,1,27,0,1,0,5,74,1
2345,1,1,1,38,0,1,0,3,74,1
2346,0,1,2,38,0,1,0,1,405,0
2347,2,0,0,48,0,1,1161,0,487,0
2348,2,0,0,25,0,0,1925,0,488,0
2349,0,1,2,25,0,1,0,1,407,1
2350,2,0,0,24,0,0,2456,0,489,0
2351,2,1,0,69,0,1,0,0,489,0
2352,1,0,1,20,0,0,2071,3,75,1
2353,1,1,1,18,0,1,0,3,75,1
2354,0,1,0,28,0,0,0,1,409,1
2355,0,0,2,23,0,1,685,2,152,1
2356,2,0,0,24,0,0,1378,2,177,0
2357,1,0,0,44,0,0,4421,3,77,1
2358,2,0,0,29,0,0,1020,2,153,1
2359,1,0,1,6,0,1,0,3,97,0
2360,1,0,0,42,0,0,3895,3,97,0
2361,0,1,1,78,0,0,0,1,410,1
2362,0,0,0,36,0,0,828,0,491,0
2363,1,0,1,37,0,0,2964,1,734,0
2364,1,0,1,41,0,1,17160,6,20,1
2365,0,0,0,18,0,0,907,1,407,0
2366,2,0,0,62,0,0,1700,0,522,1
2367,2,0,0,0,0,1,0,0,522,1
2368,2,0,0,55,0,0,1289,0,522,1
2369,0,1,0,16,0,1,0,1,411,1
2370,0,0,0,32,0,0,723,0,523,1
2371,0,0,0,19,0,1,1128,0,492,0
2372,0,0,1,7,0,1,0,1,408,0
2373,0,0,1,4,0,1,0,1,408,0
2374,1,1,0,30,0,1,0,5,87,0
2375,1,1,1,24,0,1,0,3,78,1
2376,1,1,0,34,0,1,0,3,78,1
2377,1,1,0,30,0,1,0,4,92,0
2378,2,0,0,3,0,1,0,0,525,1
2379,2,0,0,32,0,1,0,0,525,1
2380,2,0,0,55,0,1,1325,0,525,1
2381,2,1,0,0,0,1,0,0,525,1
2382,1,0,0,51,0,0,4537,1,734,0
2383,0,1,2,0,0,1,0,1,412,1
2384,0,0,0,21,0,0,882,1,412,1
2385,0,0,0,2,0,0,0,1,412,1
2386,0,0,0,19,0,0,788,2,178,0
2387,2,1,0,24,0,1,0,0,526,1
2388,2,0,0,20,0,0,2598,0,526,1
2389,1,0,0,42,0,1,3125,2,179,0
2390,2,1,0,17,0,1,0,0,527,1
2391,2,0,0,32,0,0,1360,2,155,1
2392,0,0,0,28,0,1,784,1,414,1
2393,1,1,1,21,0,1,0,4,93,0
2394,1,1,1,56,1,1,0,4,93,0
2395,1,1,1,28,0,1,0,4,90,1
2396,0,0,0,42,0,0,803,0,496,0
2397,0,0,0,18,0,0,2757,0,498,0
2398,0,0,0,24,0,0,721,1,412,0
2399,0,0,0,20,0,0,786,2,156,1
2400,0,0,0,22,0,0,759,0,531,1
2401,0,0,0,22,0,0,785,1,415,1
2402,0,0,2,21,0,0,0,1,417,1
2403,0,0,0,28,0,1,913,1,419,1
2404,1,1,0,26,0,1,0,4,91,1
2405,1,1,1,50,0,1,0,4,91,1
2406,1,0,0,26,0,0,11757,4,91,1
2407,1,0,0,30,1,0,3577,4,91,1
2408,1,1,0,29,0,1,0,4,91,1
2409,0,0,0,8,0,0,0,1,420,1
2410,0,0,0,45,0,0,839,1,420,1
2411,0,1,2,35,0,1,0,1,420,1
2412,0,0,2,18,0,0,636,0,499,0
2413,0,0,0,23,0,0,817,1,413,0
2414,2,0,0,29,1,0,861,5,75,1
2415,2,0,0,18,0,0,3739,5,75,1
2416,0,0,0,28,0,0,881,1,421,1
2417,1,1,0,34,0,1,0,3,98,0
2418,2,0,1,0,0,1,0,0,533,1
2419,2,0,0,4,0,1,0,0,533,1
2420,2,0,0,28,0,0,1056,5,76,1
2421,2,0,0,8,0,1,0,0,533,1
2422,2,0,0,20,0,0,3362,5,77,1
2423,2,1,0,20,0,1,0,0,534,1
2424,2,1,0,25,0,1,0,0,500,0
2425,0,0,1,31,0,0,2902,0,500,0
2426,2,0,0,37,0,0,2476,0,535,1
2427,0,1,0,21,0,0,0,1,734,0
2428,2,1,0,24,0,1,0,0,536,1
2429,2,1,0,34,0,0,0,2,158,1
2430,2,0,1,0,0,1,0,2,158,1
2431,2,1,0,25,0,0,0,2,158,1
2432,2,1,1,43,0,1,0,5,88,0
2433,0,0,0,24,0,0,901,0,537,1
2434,0,0,0,45,0,0,900,0,537,1
2435,1,1,0,63,0,1,0,3,99,0
2436,1,1,0,17,0,1,0,3,99,0
2437,1,0,1,35,0,1,2451,3,99,0
2438,1,0,0,12,0,1,0,3,99,0
2439,0,1,2,24,0,1,0,1,416,0
2440,0,0,0,17,0,0,822,0,541,1
2441,0,0,2,32,0,0,528,1,424,1
2442,0,1,0,23,0,1,0,2,159,1
2443,0,0,1,17,0,0,2000,0,504,0
2444,0,0,1,34,0,0,560,0,505,0
2445,0,0,0,15,0,0,878,0,542,1
2446,0,1,0,14,0,1,0,1,426,1
2447,0,0,0,22,0,0,1620,2,160,1
2448,0,0,0,19,0,0,716,0,543,1
2449,0,0,2,40,0,0,688,0,544,1
2450,1,1,1,25,0,1,0,6,21,1
2451,1,0,1,51,0,0,2158,6,21,1
2452,0,0,0,22,0,0,807,1,427,1
2453,2,1,1,50,0,1,0,0,545,1
2454,0,0,1,26,0,0,0,1,428,1
2455,2,1,0,39,0,1,0,0,508,0
2456,2,0,0,18,0,1,1968,5,78,1
2457,0,0,0,22,0,0,808,1,419,0
2458,0,0,0,26,0,0,788,2,181,0
2459,0,0,0,19,0,0,1051,0,510,0
2460,0,1,2,16,0,0,0,1,420,0
2461,0,0,0,24,0,0,810,1,430,1
2462,0,0,2,34,0,0,867,0,511,0
2463,1,0,0,55,0,1,3710,4,95,0
2464,1,0,0,42,0,0,15601,4,95,0
2465,1,1,0,14,0,1,0,4,95,0
2466,1,0,1,28,0,1,6045,4,95,0
2467,1,1,1,26,0,1,0,4,95,0
2468,1,0,1,33,0,0,9834,3,80,1
2469,0,0,0,24,0,0,704,0,547,1
2470,0,0,0,23,0,0,809,1,421,0
2471,2,0,0,16,0,0,2717,5,79,1
2472,0,1,0,36,0,0,0,1,431,1
2473,1,1,1,44,0,1,0,3,100,0
2474,0,0,0,22,0,1,702,0,513,0
2475,0,1,0,30,0,0,0,1,422,0
2476,0,0,0,20,0,0,715,0,514,0
2477,0,0,0,21,0,0,2429,0,549,1
2478,2,0,0,14,0,1,0,2,182,0
2479,0,0,0,27,0,0,1217,0,550,1
2480,0,0,0,19,0,0,758,0,515,0
2481,0,1,0,21,0,1,0,1,423,0
2482,2,0,1,24,0,0,2663,0,551,1
2483,0,0,1,13,0,1,815,0,552,1
2484,2,1,2,71,0,1,0,2,183,0
2485,2,1,0,28,0,0,0,2,184,0
2486,2,0,1,18,0,0,2134,2,184,0
2487,0,0,1,23,0,0,2902,0,516,0
2488,0,0,1,34,0,0,705,1,424,0
2489,0,0,0,20,0,0,809,1,432,1
2490,0,0,1,17,0,0,797,0,554,1
2491,0,0,2,21,0,0,1277,0,555,1
2492,1,0,0,33,0,1,6802,4,97,0
2493,1,0,1,34,0,1,6790,3,81,1
2494,1,0,0,51,0,0,2338,5,90,0
2495,0,0,0,21,0,1,690,0,517,0
2496,0,1,0,24,0,0,0,1,426,0
2497,0,0,0,31,0,0,888,1,434,1
2498,1,0,0,36,0,1,1303,6,32,0
2499,1,0,0,39,0,0,21839,3,83,1
2500,0,0,0,26,0,0,907,1,435,1
2501,0,0,0,51,0,1,1390,0,556,1
2502,0,0,0,24,0,0,797,0,557,1
2503,0,0,1,27,0,1,719,2,185,0
2504,0,0,0,31,0,0,803,0,558,1
2505,0,0,0,24,0,0,716,1,734,0
2506,1,0,0,57,0,0,2979,6,22,1
2507,1,0,1,36,1,0,2195,6,22,1
2508,1,0,0,55,0,0,3133,6,22,1
2509,1,1,1,24,0,0,0,6,22,1
2510,2,0,0,18,0,0,955,2,186,0
2511,2,0,0,27,0,0,2384,5,91,0
2512,1,0,0,50,0,0,4588,4,94,1
2513,0,0,0,24,0,0,714,0,520,0
2514,0,1,2,20,0,1,0,1,428,0
2515,0,1,0,24,0,1,0,1,437,1
2516,0,0,0,18,0,0,627,1,429,0
2517,0,0,0,44,0,0,1527,0,521,0
2518,1,1,1,27,0,1,0,3,102,0
2519,1,0,0,58,0,1,3467,3,103,0
2520,1,1,2,29,0,1,0,3,103,0
2521,0,0,2,23,0,1,600,0,522,0
2522,2,1,0,3,0,1,0,0,523,0
2523,2,0,0,0,0,1,0,0,523,0
2524,2,0,0,33,0,0,2364,0,523,0
2525,2,0,0,12,0,1,0,0,523,0
2526,1,1,0,44,0,1,0,3,105,0
2527,0,1,0,20,0,1,0,1,438,1
2528,0,0,1,59,0,0,2057,0,561,1
2529,0,0,0,18,0,0,888,1,431,0
2530,1,1,0,72,0,1,0,3,106,0
2531,0,0,2,23,0,0,3560,1,439,1
2532,0,0,0,11,0,0,0,1,439,1
2533,0,1,0,1,0,1,0,1,439,1
2534,0,0,2,25,0,0,826,0,563,1
2535,2,1,1,25,0,1,0,5,93,0
2536,1,1,0,24,0,1,0,4,99,0
2537,1,0,0,54,0,1,6790,4,99,0
2538,2,1,1,17,0,1,0,0,564,1
2539,2,0,0,48,0,0,1286,0,564,1
2540,0,0,0,40,0,0,634,0,565,1
2541,0,1,0,2,0,0,0,1,440,1
2542,0,0,0,32,0,0,867,0,525,0
2543,0,1,0,15,0,1,0,1,432,0
2544,0,1,0,52,0,1,0,1,433,0
2545,0,0,0,16,0,0,2921,0,527,0
2546,0,1,0,16,0,1,0,1,433,0
2547,0,1,1,16,0,1,0,1,435,0
2548,0,0,1,6,0,0,0,1,435,0
2549,2,0,0,10,0,1,0,0,567,1
2550,2,0,0,27,1,0,1737,5,81,1
2551,1,0,1,45,0,1,2264,4,100,0
2552,1,0,0,26,0,0,6771,4,100,0
2553,2,0,0,29,0,0,1049,2,187,0
2554,0,1,2,38,0,1,0,1,442,1
2555,0,0,0,19,0,1,505,2,163,1
2556,2,0,0,43,0,0,1298,2,164,1
2557,0,0,0,15,0,0,759,0,528,0
2558,2,0,0,31,0,0,1821,0,568,1
2559,2,0,0,52,0,0,1119,0,569,1
2560,2,0,0,49,0,1,0,0,570,1
2561,0,0,1,29,0,1,691,0,529,0
2562,0,0,0,18,0,1,790,0,571,1
2563,2,1,0,41,0,1,0,0,530,0
2564,0,0,0,9,0,0,0,1,444,1
2565,0,1,2,24,0,0,0,1,444,1
2566,0,0,0,58,0,1,840,2,165,1
